"location","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
3962672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962674,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3962675,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3962676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962677,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962680,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3962681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962682,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962683,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962684,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
3962685,5,2,0,4,1,1,0,2,0,0,0,0,0,0,0,0
3962686,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
3962687,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0
3962688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962689,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3962690,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3962691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962692,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3962693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962695,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3962696,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962697,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3962698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962700,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3962701,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962706,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3962707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3962712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962717,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3962718,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962719,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962725,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962727,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3962728,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
3962729,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962730,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962731,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
3962732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962733,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962734,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0
3962735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962748,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962749,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962750,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3962751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962755,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3962756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962757,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3962758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962760,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962761,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3962762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3962774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962775,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962779,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3962780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962783,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962784,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962786,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3962787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962792,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962793,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
3962794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962795,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
3962796,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3962797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962799,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962801,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
3962802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3962803,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3962807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962809,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962812,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3962813,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3962814,0,0,0,2,3,0,1,2,0,0,0,0,0,0,0,0
3962815,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3962816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962819,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962820,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3962821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962822,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3962823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962824,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3962825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962826,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
3962827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962832,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3962833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962836,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962847,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3962848,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3962849,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3962850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962855,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962859,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962864,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962867,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3962868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962869,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3962870,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3962871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962872,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3962873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3962875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962877,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962879,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
3962880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962881,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
3962882,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3962883,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962885,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3962886,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0
3962887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962890,0,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0
3962891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962895,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962897,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962898,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3962899,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
3962900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3962907,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3962910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962920,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962970,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962971,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3962972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3962974,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3962975,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3962976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962978,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3962979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962982,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3962983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3962985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962987,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3962988,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3962989,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962994,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3962995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3962996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3962999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963004,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3963005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963011,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3963012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3963016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963027,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3963028,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3963029,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3963030,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3963031,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3963032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963033,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3963034,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3963035,2,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0
3963036,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963041,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3963042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963046,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
3963047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3963054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963055,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3963056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963057,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3963058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
